male?,age,p
TRUE,118,0.0536705333692047
TRUE,119,0.0536705333692047
TRUE,120,0.0536705333692047
TRUE,121,0.0536705333692047
TRUE,122,0.0536705333692047
TRUE,123,0.0536705333692047
TRUE,124,0.0536705333692047
TRUE,125,0.0536705333692047
TRUE,126,0.0536705333692047
TRUE,127,0.0536705333692047
TRUE,128,0.0536705333692047
TRUE,129,0.0536705333692047
TRUE,130,0.0536705333692047
TRUE,131,0.0536705333692047
TRUE,132,0.0536705333692047
TRUE,133,0.0536705333692047
TRUE,134,0.0536705333692047
TRUE,135,0.0536705333692047
TRUE,136,0.0536705333692047
TRUE,137,0.0536705333692047
TRUE,138,0.0536705333692047
TRUE,139,0.0536705333692047
TRUE,140,0.0536705333692047
TRUE,141,0.0536705333692047
TRUE,142,0.0536705333692047
TRUE,143,0.0536705333692047
TRUE,144,0.0536705333692047
TRUE,145,0.0536705333692047
TRUE,146,0.0536705333692047
TRUE,147,0.0536705333692047
TRUE,148,0.0536705333692047
TRUE,149,0.0536705333692047
TRUE,150,0.0536705333692047
TRUE,151,0.0536705333692047
TRUE,152,0.0536705333692047
TRUE,153,0.0536705333692047
TRUE,154,0.0536705333692047
TRUE,155,0.0536705333692047
TRUE,156,0.0536705333692047
TRUE,157,0.0536705333692047
TRUE,158,0.0536705333692047
TRUE,159,0.0536705333692047
TRUE,160,0.0536705333692047
TRUE,161,0.0536705333692047
TRUE,162,0.0536705333692047
TRUE,163,0.0536705333692047
TRUE,164,0.0536705333692047
TRUE,165,0.0536705333692047
TRUE,166,0.0536705333692047
TRUE,167,0.0536705333692047
TRUE,168,0.0536705333692047
TRUE,169,0.0536705333692047
TRUE,170,0.0536705333692047
TRUE,171,0.0536705333692047
TRUE,172,0.0536705333692047
TRUE,173,0.0536705333692047
TRUE,174,0.0536705333692047
TRUE,175,0.0536705333692047
TRUE,176,0.0536705333692047
TRUE,177,0.0536705333692047
TRUE,178,0.0536705333692047
TRUE,179,0.0536705333692047
TRUE,180,0.0536705333692047
TRUE,181,0.0536705333692047
TRUE,182,0.0536705333692047
TRUE,183,0.0536705333692047
TRUE,184,0.0536705333692047
TRUE,185,0.0536705333692047
TRUE,186,0.0536705333692047
TRUE,187,0.0536705333692047
TRUE,188,0.0536705333692047
TRUE,189,0.0536705333692047
TRUE,190,0.0536705333692047
TRUE,191,0.0536705333692047
TRUE,192,0.0536705333692047
TRUE,193,0.0536705333692047
TRUE,194,0.0536705333692047
TRUE,195,0.0536705333692047
TRUE,196,0.0536705333692047
TRUE,197,0.0536705333692047
TRUE,198,0.0536705333692047
TRUE,199,0.0536705333692047
TRUE,200,0.0536705333692047
